,age,2734,2734,2734,1239,1239,1249,1249,1249,1249,2178,2178,2178,2188,924,924,924,2090,2453,6145,6145,6145,6145,6145,6145,6145,6146,6146,6146,6146,2453,6146,6146,6146
1249,6.62E-05,-0.000254378,-0.000162445,-0.000225722,-0.503168241,0.000222165,0.001310206,0.001329205,0.001371782,0.504803385,-8.95E-05,-0.000146772,-3.79E-05,0.000113049,0.000300095,0.000392776,-0.000863014,9.08E-05,5.68E-05,1.94E-05,-9.58E-05,7.07E-06,5.26E-05,0.000132981,4.85E-05,8.79E-05,0.00382097,0.000616189,0.003346021,0.002253934,-1.07E-06,-6.75E-05,-5.68E-05,-4.10E-05
2178,-2.90E-06,-9.29E-06,-4.23E-06,-2.15E-05,1.17E-05,-6.50E-05,3.73E-05,2.50E-05,2.04E-05,-8.95E-05,0.004514101,0.00404856,0.004156237,-0.000341815,-6.60E-06,0.000355382,1.52E-06,-0.000103144,-0.000290166,4.10E-05,-2.04E-05,1.25E-06,3.03E-06,8.30E-06,4.08E-05,-2.84E-05,3.75E-05,2.32E-05,0.000141779,2.93E-05,3.39E-06,-1.34E-06,-1.51E-06,-4.57E-07
2178,-3.77E-06,-4.93E-06,-2.22E-05,-0.000106698,-6.37E-05,-8.04E-05,5.59E-05,8.17E-05,2.70E-05,-0.000146772,0.00404856,0.00589392,0.005265025,-0.000916752,0.00038845,0.000984158,0.000112979,-0.000212072,-0.000398232,8.90E-05,-0.000136388,4.33E-05,-4.97E-06,-1.12E-05,5.81E-05,-0.000136948,-0.000204027,1.06E-05,0.000143507,0.000497039,4.15E-06,5.38E-06,-1.39E-06,-7.77E-06
2178,3.08E-05,4.60E-05,-1.25E-05,-0.000234841,-0.000224639,-0.000164848,9.01E-05,0.000126735,5.76E-05,-3.79E-05,0.004156237,0.005265025,0.00921461,-0.001016486,0.001082886,0.001672431,-0.000154279,-0.000295584,-7.76E-05,-3.84E-05,-0.000560949,-9.58E-05,-6.85E-05,1.08E-05,1.39E-06,-0.000444464,0.001638271,-0.000447186,0.000265321,-0.000405852,-7.43E-07,-2.30E-05,-1.25E-05,4.24E-06
2188,-5.25E-06,4.78E-05,3.79E-05,2.85E-05,-4.14E-05,4.36E-05,4.45E-05,2.54E-05,3.75E-05,0.000113049,-0.000341815,-0.000916752,-0.001016486,0.002049252,0.000186689,0.000247054,6.71E-05,-0.000114752,-0.000255255,2.75E-05,-0.000227737,-4.34E-05,5.69E-06,3.54E-05,-2.45E-06,-5.77E-05,0.000876904,0.000119194,6.66E-05,0.000138387,3.13E-06,-5.27E-06,-1.56E-06,-2.14E-06
924,2.67E-05,-2.54E-05,-2.06E-06,0.000200996,-0.000208749,8.45E-05,-4.50E-05,-3.16E-05,-4.45E-06,0.000300095,-6.60E-06,0.00038845,0.001082886,0.000186689,0.003380084,0.002915318,0.001206398,-1.40E-05,-6.52E-05,-1.44E-05,-3.65E-06,-2.93E-05,-1.13E-06,1.29E-05,-6.37E-05,2.95E-05,0.000744995,0.000112066,0.000909398,0.001164215,8.75E-08,-2.11E-05,-8.82E-06,-7.77E-06
924,3.66E-05,-4.29E-06,3.83E-05,0.000265142,-0.000247886,8.20E-05,-8.43E-05,-5.14E-05,-1.31E-05,0.000392776,0.000355382,0.000984158,0.001672431,0.000247054,0.002915318,0.004521341,0.001217418,-3.49E-05,-0.000125414,-1.86E-05,-6.17E-06,-5.29E-05,-1.45E-06,1.06E-05,-0.000119624,6.14E-05,0.000411791,6.99E-05,0.001030119,0.001494326,6.26E-07,-1.72E-05,-1.16E-05,-1.31E-05
924,6.36E-05,9.19E-05,7.99E-05,0.000314602,0.000762326,-0.000245492,-4.82E-06,-6.68E-05,-7.95E-05,-0.000863014,1.52E-06,0.000112979,-0.000154279,6.71E-05,0.001206398,0.001217418,0.047325471,0.000112618,0.001031778,0.000163866,-2.03E-05,0.000140894,0.000169843,0.000102973,0.000321149,0.000144056,0.002733045,-0.001033609,0.001978196,-0.001145198,-1.65E-05,-5.20E-05,-3.92E-05,5.08E-06
2090,1.97E-05,3.29E-06,5.82E-06,2.87E-05,-0.000112123,-5.64E-05,5.92E-05,6.10E-05,0.000142835,9.08E-05,-0.000103144,-0.000212072,-0.000295584,-0.000114752,-1.40E-05,-3.49E-05,0.000112618,0.001498346,5.80E-05,-7.65E-06,-1.54E-05,-5.78E-05,-2.91E-05,-8.87E-05,-0.000185432,-0.000222528,0.000911354,-2.61E-05,0.00026208,0.00051526,-7.13E-07,-1.42E-05,-5.43E-06,-7.72E-06
2453,0.000733179,7.08E-05,-0.000101132,-0.000125008,-0.000196212,-9.63E-05,-1.57E-05,8.93E-05,2.31E-05,5.68E-05,-0.000290166,-0.000398232,-7.76E-05,-0.000255255,-6.52E-05,-0.000125414,0.001031778,5.80E-05,0.126148076,-0.000632908,-0.001328071,-0.000370908,-0.000216848,-0.000135897,-0.000783662,-0.000172694,0.005779581,-0.00045134,-0.010313584,-0.001408624,-0.002057762,-0.000107193,0.000158721,1.57E-05
6145,-4.46E-06,-6.19E-06,2.17E-05,1.59E-05,-3.21E-05,-4.72E-05,1.11E-05,-1.42E-05,-9.24E-06,1.94E-05,4.10E-05,8.90E-05,-3.84E-05,2.75E-05,-1.44E-05,-1.86E-05,0.000163866,-7.65E-06,-0.000632908,0.004222104,0.002454036,0.001670796,0.002246284,0.00196503,0.001225791,0.001687773,7.19E-05,-0.000195128,-0.000973061,-0.000722048,1.08E-05,-4.28E-06,1.43E-05,9.43E-06
6145,-1.58E-05,3.27E-05,6.90E-05,8.04E-05,0.000197053,-2.00E-05,3.47E-06,-7.99E-06,-8.56E-06,-9.58E-05,-2.04E-05,-0.000136388,-0.000560949,-0.000227737,-3.65E-06,-6.17E-06,-2.03E-05,-1.54E-05,-0.001328071,0.002454036,0.003626282,0.000868185,0.001341209,0.00124208,0.000638144,0.000947529,-0.000843003,-0.000145666,-0.001872279,-0.001103064,1.40E-05,1.40E-05,2.92E-05,1.65E-05
6145,-4.24E-06,-5.83E-07,-7.94E-08,6.91E-05,2.42E-05,8.05E-05,-4.28E-06,-5.74E-05,8.50E-06,7.07E-06,1.25E-06,4.33E-05,-9.58E-05,-4.34E-05,-2.93E-05,-5.29E-05,0.000140894,-5.78E-05,-0.000370908,0.001670796,0.000868185,0.004000112,0.000624734,0.000706624,0.000544977,0.000603411,-0.000695498,-0.000141666,-0.000750559,-0.001184506,6.40E-06,8.57E-06,1.17E-05,1.74E-05
6145,1.13E-05,-1.88E-05,-1.84E-05,-0.000132645,-0.00010654,-4.33E-05,4.05E-06,7.54E-06,-1.76E-05,5.26E-05,3.03E-06,-4.97E-06,-6.85E-05,5.69E-06,-1.13E-06,-1.45E-06,0.000169843,-2.91E-05,-0.000216848,0.002246284,0.001341209,0.000624734,0.003311562,0.000934662,0.000616618,0.000880572,0.000602577,-0.00022683,8.90E-05,-0.000254371,4.01E-06,-1.24E-05,-3.37E-06,1.85E-06
6145,-6.02E-05,1.46E-05,-1.04E-05,-0.000161425,-0.000216637,-9.10E-05,2.28E-05,3.77E-05,1.72E-05,0.000132981,8.30E-06,-1.12E-05,1.08E-05,3.54E-05,1.29E-05,1.06E-05,0.000102973,-8.87E-05,-0.000135897,0.00196503,0.00124208,0.000706624,0.000934662,0.011181463,0.000543239,0.000719163,-0.002285998,-0.000114957,-0.002271563,-0.000739305,2.06E-06,3.86E-05,3.61E-05,1.32E-05
6145,2.14E-05,-6.79E-05,-9.13E-05,-0.000170888,-0.000191553,-0.000196003,1.02E-06,-8.46E-06,2.45E-06,4.85E-05,4.08E-05,5.81E-05,1.39E-06,-2.45E-06,-6.37E-05,-0.000119624,0.000321149,-0.000185432,-0.000783662,0.001225791,0.000638144,0.000544977,0.000616618,0.000543239,0.017056429,-0.000290322,-0.000164059,-0.000185678,-0.000585648,0.00012088,1.29E-05,1.44E-06,9.36E-06,-3.00E-06
6145,3.48E-05,-1.73E-05,-9.37E-05,-0.000324882,-0.000334101,-0.000207906,4.15E-05,2.27E-05,2.48E-05,8.79E-05,-2.84E-05,-0.000136948,-0.000444464,-5.77E-05,2.95E-05,6.14E-05,0.000144056,-0.000222528,-0.000172694,0.001687773,0.000947529,0.000603411,0.000880572,0.000719163,-0.000290322,0.00457079,0.00055016,-0.00010553,-0.001484874,2.55E-05,3.69E-06,-9.65E-06,2.26E-05,-2.54E-07
6146,0.026702823,0.00095441,0.000406616,-0.002320838,-0.003159967,-0.000137012,0.000294295,-0.000303443,0.000267878,0.00382097,3.75E-05,-0.000204027,0.001638271,0.000876904,0.000744995,0.000411791,0.002733045,0.000911354,0.005779581,7.19E-05,-0.000843003,-0.000695498,0.000602577,-0.002285998,-0.000164059,0.00055016,1.736994313,-0.022129247,1.467055176,0.437256464,-9.48E-05,-0.027191556,-0.022706366,-0.007201275
6146,-0.00042631,-5.46E-05,-0.000118586,-0.000323974,-0.000722806,2.78E-05,-4.36E-05,1.22E-05,1.44E-05,0.000616189,2.32E-05,1.06E-05,-0.000447186,0.000119194,0.000112066,6.99E-05,-0.001033609,-2.61E-05,-0.00045134,-0.000195128,-0.000145666,-0.000141666,-0.00022683,-0.000114957,-0.000185678,-0.00010553,-0.022129247,0.015208421,-0.014748382,-0.012486725,6.87E-06,0.000422016,0.000265255,0.000221851
6146,0.022668265,0.000998244,0.000552999,-0.000925739,-0.004044583,0.000107796,-2.97E-05,-0.000615718,-0.000138794,0.003346021,0.000141779,0.000143507,0.000265321,6.66E-05,0.000909398,0.001030119,0.001978196,0.00026208,-0.010313584,-0.000973061,-0.001872279,-0.000750559,8.90E-05,-0.002271563,-0.000585648,-0.001484874,1.467055176,-0.014748382,1.554448839,0.14543534,0.000168858,-0.022694807,-0.024168519,-0.002339574
6146,0.00730863,0.00012776,9.98E-05,-0.000329802,-0.002042162,0.000427599,0.000102604,-1.84E-05,0.000147086,0.002253934,2.93E-05,0.000497039,-0.000405852,0.000138387,0.001164215,0.001494326,-0.001145198,0.00051526,-0.001408624,-0.000722048,-0.001103064,-0.001184506,-0.000254371,-0.000739305,0.00012088,2.55E-05,0.437256464,-0.012486725,0.14543534,0.570202143,1.88E-05,-0.007300269,-0.002415674,-0.009412715
2453,-1.21E-05,-5.90E-07,2.72E-06,4.06E-06,3.50E-06,1.71E-06,4.92E-07,-7.96E-07,6.59E-07,-1.07E-06,3.39E-06,4.15E-06,-7.43E-07,3.13E-06,8.75E-08,6.26E-07,-1.65E-05,-7.13E-07,-0.002057762,1.08E-05,1.40E-05,6.40E-06,4.01E-06,2.06E-06,1.29E-05,3.69E-06,-9.48E-05,6.87E-06,0.000168858,1.88E-05,3.40E-05,1.76E-06,-2.60E-06,-1.84E-07
6146,-0.000421912,-1.60E-05,-6.24E-06,4.05E-05,6.06E-05,2.71E-06,-3.67E-06,4.24E-06,-3.85E-06,-6.75E-05,-1.34E-06,5.38E-06,-2.30E-05,-5.27E-06,-2.11E-05,-1.72E-05,-5.20E-05,-1.42E-05,-0.000107193,-4.28E-06,1.40E-05,8.57E-06,-1.24E-05,3.86E-05,1.44E-06,-9.65E-06,-0.027191556,0.000422016,-0.022694807,-0.007300269,1.76E-06,0.000429937,0.000353653,0.000122104
6146,-0.000353253,-1.62E-05,-9.55E-06,1.03E-05,6.82E-05,-4.06E-06,1.66E-06,1.06E-05,3.16E-06,-5.68E-05,-1.51E-06,-1.39E-06,-1.25E-05,-1.56E-06,-8.82E-06,-1.16E-05,-3.92E-05,-5.43E-06,0.000158721,1.43E-05,2.92E-05,1.17E-05,-3.37E-06,3.61E-05,9.36E-06,2.26E-05,-0.022706366,0.000265255,-0.024168519,-0.002415674,-2.60E-06,0.000353653,0.000378704,3.95E-05
6146,-0.000122233,-3.12E-06,-1.67E-06,1.28E-05,4.26E-05,-4.35E-06,-3.02E-07,1.55E-06,-1.20E-06,-4.10E-05,-4.57E-07,-7.77E-06,4.24E-06,-2.14E-06,-7.77E-06,-1.31E-05,5.08E-06,-7.72E-06,1.57E-05,9.43E-06,1.65E-05,1.74E-05,1.85E-06,1.32E-05,-3.00E-06,-2.54E-07,-0.007201275,0.000221851,-0.002339574,-0.009412715,-1.84E-07,0.000122104,3.95E-05,0.000157682
