,age,2734,2734,2734,1239,1239,1249,1249,1249,1249,2178,2178,2178,2188,924,924,924,2090,2453,6145,6145,6145,6145,6145,6145,6145,6146,6146,6146,6146,2453,6146,6146,6146
age,0.0004272,3.48E-06,-1.35E-05,-6.54E-05,-4.39E-05,1.51E-05,5.98E-06,2.96E-06,1.08E-05,6.62E-05,-2.90E-06,-3.77E-06,3.08E-05,-5.25E-06,2.67E-05,3.66E-05,6.36E-05,1.97E-05,0.000733179,-4.46E-06,-1.58E-05,-4.24E-06,1.13E-05,-6.02E-05,2.14E-05,3.48E-05,0.026702823,-0.00042631,0.022668265,0.00730863,-1.21E-05,-0.000421912,-0.000353253,-0.000122233
2734,3.48E-06,0.00186291,0.00103536,0.001017175,0.000280551,5.96E-05,-6.22E-05,-5.39E-05,-4.41E-05,-0.000254378,-9.29E-06,-4.93E-06,4.60E-05,4.78E-05,-2.54E-05,-4.29E-06,9.19E-05,3.29E-06,7.08E-05,-6.19E-06,3.27E-05,-5.83E-07,-1.88E-05,1.46E-05,-6.79E-05,-1.73E-05,0.00095441,-5.46E-05,0.000998244,0.00012776,-5.90E-07,-1.60E-05,-1.62E-05,-3.12E-06
2734,-1.35E-05,0.00103536,0.002525973,0.00108895,0.000136497,1.15E-05,-4.62E-05,-2.77E-05,-3.08E-05,-0.000162445,-4.23E-06,-2.22E-05,-1.25E-05,3.79E-05,-2.06E-06,3.83E-05,7.99E-05,5.82E-06,-0.000101132,2.17E-05,6.90E-05,-7.94E-08,-1.84E-05,-1.04E-05,-9.13E-05,-9.37E-05,0.000406616,-0.000118586,0.000552999,9.98E-05,2.72E-06,-6.24E-06,-9.55E-06,-1.67E-06
2734,-6.54E-05,0.001017175,0.00108895,0.013497091,-1.69E-05,-5.88E-05,-6.40E-05,1.81E-05,-6.91E-05,-0.000225722,-2.15E-05,-0.000106698,-0.000234841,2.85E-05,0.000200996,0.000265142,0.000314602,2.87E-05,-0.000125008,1.59E-05,8.04E-05,6.91E-05,-0.000132645,-0.000161425,-0.000170888,-0.000324882,-0.002320838,-0.000323974,-0.000925739,-0.000329802,4.06E-06,4.05E-05,1.03E-05,1.28E-05
1239,-4.39E-05,0.000280551,0.000136497,-1.69E-05,0.505376294,0.000571142,-1.71E-05,2.04E-05,-5.65E-06,-0.503168241,1.17E-05,-6.37E-05,-0.000224639,-4.14E-05,-0.000208749,-0.000247886,0.000762326,-0.000112123,-0.000196212,-3.21E-05,0.000197053,2.42E-05,-0.00010654,-0.000216637,-0.000191553,-0.000334101,-0.003159967,-0.000722806,-0.004044583,-0.002042162,3.50E-06,6.06E-05,6.82E-05,4.26E-05
1239,1.51E-05,5.96E-05,1.15E-05,-5.88E-05,0.000571142,0.017883999,-0.000785286,0.00062667,0.000677028,0.000222165,-6.50E-05,-8.04E-05,-0.000164848,4.36E-05,8.45E-05,8.20E-05,-0.000245492,-5.64E-05,-9.63E-05,-4.72E-05,-2.00E-05,8.05E-05,-4.33E-05,-9.10E-05,-0.000196003,-0.000207906,-0.000137012,2.78E-05,0.000107796,0.000427599,1.71E-06,2.71E-06,-4.06E-06,-4.35E-06
1249,5.98E-06,-6.22E-05,-4.62E-05,-6.40E-05,-1.71E-05,-0.000785286,0.004118316,0.001339103,0.001332797,0.001310206,3.73E-05,5.59E-05,9.01E-05,4.45E-05,-4.50E-05,-8.43E-05,-4.82E-06,5.92E-05,-1.57E-05,1.11E-05,3.47E-06,-4.28E-06,4.05E-06,2.28E-05,1.02E-06,4.15E-05,0.000294295,-4.36E-05,-2.97E-05,0.000102604,4.92E-07,-3.67E-06,1.66E-06,-3.02E-07
1249,2.96E-06,-5.39E-05,-2.77E-05,1.81E-05,2.04E-05,0.00062667,0.001339103,0.004454859,0.001395675,0.001329205,2.50E-05,8.17E-05,0.000126735,2.54E-05,-3.16E-05,-5.14E-05,-6.68E-05,6.10E-05,8.93E-05,-1.42E-05,-7.99E-06,-5.74E-05,7.54E-06,3.77E-05,-8.46E-06,2.27E-05,-0.000303443,1.22E-05,-0.000615718,-1.84E-05,-7.96E-07,4.24E-06,1.06E-05,1.55E-06
1249,1.08E-05,-4.41E-05,-3.08E-05,-6.91E-05,-5.65E-06,0.000677028,0.001332797,0.001395675,0.00231321,0.001371782,2.04E-05,2.70E-05,5.76E-05,3.75E-05,-4.45E-06,-1.31E-05,-7.95E-05,0.000142835,2.31E-05,-9.24E-06,-8.56E-06,8.50E-06,-1.76E-05,1.72E-05,2.45E-06,2.48E-05,0.000267878,1.44E-05,-0.000138794,0.000147086,6.59E-07,-3.85E-06,3.16E-06,-1.20E-06
